EXT1,EXT2,EXT3,EXT4,EXT5,EST1,EST2,EST3,EST4,EST5,AGR1,AGR2,AGR3,AGR4,AGR5,CSN1,CSN2,CSN3,CSN4,CSN5,OPN1,OPN2,OPN3,OPN4,OPN5,dateload,screenw,screenh,introelapse,testelapse,endelapse,IPC,country,lat_appx_lots_of_err,long_appx_lots_of_err
5.0,4.0,5.0,2.0,5.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,5.0,2.0,4.0,1.0,4.0,5.0,3.0,3.0,3.0,5.0,2018-02-22 14:39:44,768.0,1024.0,2.0,189.0,16,1,CZ,49.2814,16.5648
2.0,4.0,2.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,5.0,1.0,4.0,2018-02-03 04:13:49,1920.0,1080.0,25.0,383.0,17,1,CZ,50.7639,15.0653
3.0,2.0,3.0,2.0,3.0,5.0,3.0,5.0,3.0,3.0,2.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,1.0,5.0,1.0,5.0,1.0,4.0,2018-05-19 15:55:54,960.0,600.0,6.0,286.0,14,1,CZ,50.0833,14.4167
2.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,1.0,3.0,1.0,5.0,4.0,2.0,5.0,1.0,5.0,1.0,4.0,2016-10-21 06:13:55,1366.0,768.0,93.0,176.0,9,1,CZ,49.0187,14.4804
2.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,5.0,1.0,4.0,3.0,3.0,1.0,4.0,2.0,3.0,4.0,2.0,5.0,2.0,4.0,2018-05-03 05:38:08,534.0,854.0,53.0,298.0,15,1,CZ,50.0833,14.4667
1.0,2.0,2.0,0.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,2.0,3.0,2018-09-09 22:55:11,1920.0,1080.0,7.0,8379.0,21,1,CZ,49.2,16.6333
3.0,1.0,1.0,4.0,5.0,1.0,4.0,2.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,2.0,4.0,5.0,1.0,4.0,5.0,1.0,2.0,2.0,5.0,2017-01-09 04:06:31,1536.0,864.0,4.0,283.0,8,1,CZ,50.4358,15.3556
1.0,5.0,1.0,4.0,2.0,3.0,5.0,5.0,2.0,2.0,1.0,5.0,1.0,4.0,2.0,4.0,1.0,4.0,2.0,3.0,4.0,2.0,5.0,1.0,4.0,2018-09-22 02:52:08,834.0,1112.0,75.0,128.0,15,1,CZ,49.7887,13.9766
4.0,3.0,2.0,2.0,3.0,5.0,1.0,5.0,1.0,4.0,2.0,2.0,4.0,5.0,2.0,1.0,5.0,1.0,5.0,1.0,4.0,2.0,2.0,1.0,1.0,2018-09-09 14:09:17,2560.0,1440.0,3.0,131.0,8,1,CZ,50.609,13.7448
3.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,1.0,5.0,1.0,4.0,2.0,4.0,2.0,5.0,1.0,4.0,4.0,2.0,3.0,3.0,3.0,2018-08-10 03:52:22,1280.0,720.0,5590.0,920.0,31,1,CZ,50.0833,14.4167
1.0,4.0,3.0,5.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,1.0,4.0,3.0,0.0,4.0,4.0,2.0,3.0,5.0,2.0,4.0,1.0,3.0,2018-03-19 09:30:05,360.0,640.0,7.0,332.0,9,1,CZ,49.2,16.6333
2.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,5.0,2.0,5.0,2017-06-03 03:30:58,1366.0,768.0,9031.0,356.0,14,1,CZ,50.0833,14.4167
1.0,5.0,1.0,5.0,2.0,3.0,2.0,4.0,2.0,5.0,4.0,2.0,1.0,4.0,4.0,4.0,2.0,5.0,4.0,3.0,3.0,3.0,5.0,1.0,3.0,2017-06-09 14:40:25,1366.0,768.0,1053.0,181.0,48,1,CZ,49.9329,18.0175
3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,1.0,3.0,2.0,4.0,2017-05-08 16:03:30,375.0,667.0,69.0,355.0,16,1,CZ,50.0833,14.4167
2.0,3.0,2.0,3.0,2.0,4.0,3.0,5.0,5.0,4.0,1.0,4.0,1.0,4.0,1.0,2.0,4.0,4.0,4.0,1.0,4.0,2.0,4.0,3.0,3.0,2017-01-29 08:42:22,1440.0,900.0,11.0,149.0,7,1,CZ,49.8726,14.8026
3.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,1.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,4.0,3.0,3.0,2017-03-15 12:27:31,1920.0,1080.0,5.0,416.0,18,1,CZ,50.0833,14.4167
3.0,3.0,3.0,3.0,2.0,5.0,3.0,5.0,1.0,4.0,2.0,4.0,1.0,4.0,3.0,4.0,5.0,4.0,5.0,1.0,5.0,3.0,5.0,4.0,3.0,2016-05-08 14:00:11,768.0,1024.0,23.0,238.0,14,1,CZ,49.2814,16.5648
3.0,1.0,5.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,2.0,5.0,3.0,4.0,3.0,0.0,5.0,1.0,5.0,1.0,5.0,2017-08-23 07:03:31,1366.0,768.0,7.0,227.0,22,1,CZ,50.0833,14.4167
2.0,2.0,2.0,4.0,3.0,2.0,4.0,5.0,2.0,3.0,1.0,5.0,1.0,4.0,2.0,5.0,2.0,5.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,2017-03-01 06:34:30,1280.0,800.0,13.0,265.0,13,1,CZ,50.0833,14.4167
3.0,2.0,4.0,3.0,4.0,2.0,3.0,5.0,1.0,4.0,5.0,5.0,2.0,4.0,1.0,4.0,1.0,5.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2017-01-09 03:45:58,1366.0,768.0,7.0,427.0,15,1,CZ,50.0833,14.4667
4.0,2.0,5.0,3.0,4.0,1.0,5.0,1.0,3.0,1.0,2.0,5.0,2.0,5.0,2.0,4.0,4.0,4.0,2.0,1.0,5.0,1.0,4.0,1.0,4.0,2016-04-08 11:39:41,360.0,640.0,72.0,210.0,14,1,CZ,50.0833,14.4667
3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,1.0,4.0,1.0,5.0,1.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,2.0,1.0,4.0,1.0,3.0,2018-10-20 11:13:24,1536.0,864.0,86.0,407.0,19,1,CZ,48.9961,16.863
1.0,5.0,1.0,5.0,1.0,3.0,3.0,5.0,3.0,3.0,1.0,1.0,4.0,1.0,5.0,5.0,1.0,5.0,4.0,5.0,3.0,3.0,5.0,3.0,4.0,2018-03-25 07:02:25,1366.0,768.0,154.0,1441.0,18,1,CZ,50.0833,14.4167
2.0,1.0,4.0,2.0,5.0,3.0,3.0,5.0,4.0,4.0,1.0,5.0,2.0,5.0,2.0,4.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,2018-02-20 04:33:37,1366.0,768.0,15.0,197.0,13,1,CZ,50.0833,14.4667
0.0,4.0,3.0,3.0,2.0,2.0,2.0,5.0,4.0,2.0,4.0,4.0,1.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,5.0,1.0,3.0,2017-02-22 12:43:39,1920.0,1080.0,25.0,216.0,9,1,CZ,50.0833,14.4667
4.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,1.0,3.0,2.0,5.0,3.0,4.0,4.0,2.0,5.0,1.0,2.0,4.0,4.0,2.0,5.0,2.0,3.0,2017-12-18 00:28:41,360.0,640.0,18.0,611.0,21,1,CZ,50.0833,14.4167
5.0,1.0,5.0,2.0,3.0,1.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,3.0,4.0,5.0,4.0,2.0,5.0,2.0,4.0,2.0,5.0,2016-05-09 14:48:27,1366.0,768.0,2.0,512.0,12,1,CZ,49.2,16.6333
2.0,3.0,3.0,2.0,3.0,5.0,3.0,5.0,4.0,4.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,5.0,3.0,1.0,4.0,1.0,4.0,1.0,5.0,2017-02-21 15:32:31,1280.0,800.0,24.0,183.0,10,1,CZ,50.0833,14.4167
1.0,4.0,1.0,4.0,1.0,4.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,4.0,3.0,4.0,1.0,3.0,4.0,1.0,5.0,1.0,4.0,2018-07-29 12:51:46,1920.0,1080.0,1135.0,313.0,14,1,CZ,50.0833,14.4667
4.0,2.0,4.0,2.0,3.0,2.0,2.0,5.0,2.0,3.0,1.0,5.0,3.0,5.0,2.0,3.0,5.0,3.0,4.0,2.0,4.0,2.0,5.0,2.0,4.0,2018-06-05 15:57:01,1280.0,800.0,8.0,320.0,62,1,CZ,50.0833,14.4667
1.0,5.0,2.0,5.0,4.0,2.0,1.0,5.0,1.0,4.0,2.0,4.0,4.0,5.0,2.0,2.0,2.0,4.0,5.0,4.0,5.0,2.0,5.0,2.0,4.0,2018-07-10 17:29:37,1920.0,1080.0,10.0,153.0,5,1,CZ,50.0833,14.4167
1.0,1.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,5.0,2.0,5.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,2.0,3.0,2017-04-03 13:49:05,1366.0,768.0,4.0,153.0,5,1,CZ,50.142,14.0965
1.0,5.0,2.0,4.0,1.0,1.0,2.0,5.0,5.0,1.0,4.0,4.0,2.0,5.0,1.0,2.0,3.0,4.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,2016-12-22 12:07:03,1600.0,900.0,2.0,311.0,6,1,CZ,49.2814,16.5648
3.0,1.0,5.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,5.0,1.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,4.0,2018-01-18 13:06:12,1680.0,1050.0,14.0,1276.0,16,1,CZ,50.0833,14.4667
1.0,5.0,2.0,5.0,1.0,4.0,3.0,5.0,2.0,2.0,3.0,4.0,2.0,5.0,3.0,2.0,2.0,5.0,2.0,1.0,2.0,1.0,4.0,1.0,0.0,2016-11-09 09:58:03,1366.0,768.0,3.0,246.0,13,1,CZ,50.0833,14.4667
5.0,3.0,3.0,2.0,4.0,5.0,2.0,5.0,3.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,4.0,4.0,1.0,1.0,2.0,0.0,2017-12-11 11:29:10,1440.0,900.0,4.0,176.0,9,1,CZ,50.0833,14.4667
1.0,5.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2017-12-22 02:14:45,360.0,640.0,1339.0,316.0,24,1,CZ,50.0833,14.4167
4.0,1.0,5.0,2.0,5.0,1.0,5.0,2.0,5.0,2.0,5.0,4.0,4.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,1.0,5.0,2017-06-11 12:42:49,1440.0,900.0,5.0,174.0,6,1,CZ,49.2814,16.5648
2.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,2018-07-04 06:51:49,360.0,640.0,47.0,317.0,16,1,CZ,50.0833,14.4167
2.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,5.0,3.0,3.0,4.0,3.0,1.0,5.0,4.0,4.0,1.0,4.0,1.0,2.0,1.0,4.0,2018-03-11 08:00:31,1440.0,900.0,6.0,220.0,12,1,CZ,50.0833,14.4167
1.0,5.0,1.0,5.0,1.0,2.0,4.0,5.0,5.0,1.0,5.0,1.0,4.0,1.0,5.0,1.0,4.0,5.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,2018-08-09 12:19:24,640.0,360.0,23.0,308.0,15,1,CZ,50.0833,14.4167
3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,1.0,5.0,1.0,3.0,2016-12-11 13:10:57,1366.0,768.0,7.0,169.0,5,1,CZ,50.0833,14.4667
3.0,2.0,5.0,2.0,4.0,5.0,3.0,5.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,4.0,2.0,4.0,1.0,1.0,5.0,1.0,3.0,5.0,5.0,2016-05-04 09:27:57,1920.0,1080.0,92.0,263.0,8,1,CZ,49.2814,16.5648
3.0,2.0,3.0,4.0,3.0,4.0,2.0,5.0,2.0,1.0,2.0,4.0,5.0,5.0,3.0,4.0,1.0,4.0,3.0,3.0,4.0,1.0,5.0,1.0,5.0,2018-03-12 09:16:59,1920.0,1080.0,23.0,228.0,19,1,CZ,49.2,16.6333
2.0,5.0,2.0,4.0,2.0,3.0,4.0,5.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,1.0,1.0,3.0,4.0,3.0,3.0,2017-02-15 23:25:15,375.0,667.0,8.0,281.0,15,1,CZ,50.0833,14.4167
5.0,1.0,5.0,2.0,5.0,5.0,1.0,5.0,1.0,5.0,4.0,4.0,4.0,2.0,5.0,1.0,5.0,1.0,5.0,1.0,2.0,5.0,5.0,2.0,5.0,2018-03-29 04:27:15,375.0,667.0,3.0,163.0,9,1,CZ,50.0833,14.4167
4.0,2.0,5.0,2.0,5.0,4.0,4.0,4.0,2.0,1.0,4.0,5.0,1.0,2.0,4.0,3.0,1.0,3.0,1.0,4.0,5.0,1.0,4.0,1.0,4.0,2018-07-24 08:46:22,1536.0,864.0,5.0,180.0,7,1,CZ,50.7639,15.0653
3.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,5.0,3.0,1.0,3.0,1.0,5.0,2.0,4.0,2017-06-19 12:53:45,1024.0,1820.0,5.0,229.0,14,1,CZ,50.0833,14.4167
3.0,2.0,5.0,3.0,4.0,5.0,2.0,4.0,2.0,4.0,1.0,5.0,2.0,5.0,1.0,2.0,4.0,4.0,2.0,3.0,5.0,1.0,5.0,1.0,3.0,2018-04-12 12:44:11,1536.0,864.0,528.0,378.0,14,1,CZ,50.0833,14.4667
3.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,1.0,5.0,3.0,4.0,2.0,4.0,1.0,5.0,1.0,3.0,2017-01-25 04:05:40,1920.0,1080.0,3.0,228.0,12,1,CZ,50.0833,14.4667
2.0,3.0,2.0,4.0,2.0,5.0,2.0,5.0,1.0,4.0,1.0,4.0,1.0,5.0,1.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,5.0,2.0,4.0,2017-05-01 15:18:10,1366.0,768.0,1099.0,121.0,5,1,CZ,50.0833,14.4167
3.0,3.0,3.0,4.0,2.0,5.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,0.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,1.0,4.0,2.0,3.0,2017-05-11 00:03:54,1680.0,1050.0,10.0,219.0,12,1,CZ,50.0833,14.4167
2.0,5.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,1.0,1.0,4.0,4.0,5.0,2.0,5.0,4.0,2.0,5.0,1.0,5.0,1.0,5.0,2017-01-21 11:59:28,1366.0,768.0,528811.0,777.0,62,1,CZ,50.0833,14.4667
2.0,3.0,3.0,4.0,4.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,5.0,2.0,5.0,2016-08-28 03:09:47,1920.0,1080.0,5.0,220.0,13,1,CZ,49.9011,16.445
3.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,5.0,4.0,5.0,2.0,5.0,0.0,4.0,3.0,3.0,4.0,2.0,5.0,2.0,5.0,2017-03-05 05:15:51,1366.0,768.0,20.0,243.0,31,1,CZ,49.2,16.6333
2.0,2.0,4.0,2.0,4.0,3.0,2.0,5.0,3.0,3.0,1.0,5.0,2.0,4.0,0.0,4.0,3.0,4.0,2.0,4.0,4.0,1.0,3.0,2.0,4.0,2018-07-03 06:43:25,768.0,1024.0,21.0,162.0,8,1,CZ,50.0833,14.4167
3.0,2.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,4.0,3.0,1.0,4.0,4.0,2.0,1.0,4.0,2.0,3.0,3.0,2.0,2017-10-29 13:26:21,1366.0,768.0,5.0,673.0,20,1,CZ,48.9982,15.3503
1.0,5.0,1.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,2.0,4.0,3.0,5.0,3.0,3.0,4.0,2.0,2.0,2.0,5.0,2016-04-09 04:06:29,1366.0,768.0,179.0,143.0,14,1,CZ,49.8119,18.2553
1.0,4.0,2.0,4.0,5.0,3.0,2.0,4.0,2.0,3.0,1.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,1.0,4.0,1.0,3.0,2018-10-14 00:10:04,1536.0,864.0,43.0,974.0,15,1,CZ,49.2814,16.5648
3.0,4.0,2.0,4.0,2.0,4.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,4.0,2.0,4.0,1.0,4.0,2.0,1.0,5.0,3.0,4.0,1.0,4.0,2018-04-27 13:47:47,1920.0,1200.0,30.0,187.0,12,1,CZ,50.6667,14.0333
2.0,4.0,2.0,3.0,2.0,1.0,5.0,3.0,3.0,1.0,5.0,2.0,3.0,1.0,3.0,3.0,2.0,5.0,2.0,3.0,5.0,1.0,4.0,1.0,4.0,2016-06-07 11:03:23,1920.0,1080.0,8.0,204.0,17,1,CZ,50.0833,14.4667
4.0,1.0,4.0,1.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,1.0,4.0,1.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,5.0,2018-09-21 13:05:15,768.0,1024.0,3.0,243.0,7,1,CZ,50.0833,14.4167
1.0,2.0,3.0,4.0,3.0,5.0,1.0,4.0,3.0,5.0,2.0,3.0,5.0,2.0,4.0,5.0,3.0,4.0,1.0,5.0,3.0,2.0,4.0,2.0,2.0,2017-12-20 05:01:53,1920.0,1200.0,870.0,267.0,17,1,CZ,50.0833,14.4167
3.0,3.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,1.0,3.0,4.0,4.0,2.0,5.0,2.0,3.0,4.0,2.0,5.0,3.0,4.0,2016-03-12 09:14:21,1366.0,768.0,7.0,181.0,11,1,CZ,49.8151,14.396
1.0,5.0,2.0,5.0,1.0,5.0,2.0,5.0,1.0,3.0,2.0,4.0,3.0,4.0,3.0,0.0,1.0,5.0,3.0,1.0,4.0,1.0,3.0,1.0,4.0,2017-06-15 01:31:28,1074.0,604.0,7083.0,297.0,21,1,CZ,49.2814,16.5648
3.0,1.0,3.0,2.0,5.0,4.0,2.0,5.0,2.0,3.0,1.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,2018-06-05 19:51:26,414.0,736.0,10.0,208.0,10,1,CZ,50.0833,14.4667
1.0,3.0,1.0,4.0,2.0,5.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,4.0,5.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,4.0,2018-08-29 03:10:56,1920.0,1080.0,25.0,276.0,10,1,CZ,50.0833,14.4167
3.0,2.0,5.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,5.0,3.0,1.0,5.0,1.0,5.0,1.0,4.0,2018-08-25 03:31:47,1600.0,900.0,179673.0,190.0,10,1,CZ,49.4,15.5833
5.0,1.0,5.0,1.0,5.0,1.0,5.0,2.0,5.0,1.0,2.0,5.0,2.0,5.0,2.0,4.0,4.0,3.0,1.0,2.0,5.0,2.0,2.0,2.0,3.0,2016-07-31 11:08:08,360.0,640.0,2.0,406.0,23,1,CZ,50.0833,14.4167
1.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,2.0,5.0,1.0,4.0,1.0,1.0,2.0,5.0,5.0,1.0,5.0,2.0,5.0,1.0,4.0,2017-01-16 15:01:31,1366.0,768.0,4.0,343.0,9,1,CZ,50.0833,14.4167
5.0,2.0,4.0,5.0,5.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,3.0,3.0,2.0,3.0,3.0,5.0,2.0,2.0,5.0,3.0,5.0,3.0,5.0,2018-06-05 07:15:29,1368.0,912.0,14.0,433.0,13,1,CZ,50.0833,14.4667
2.0,3.0,4.0,3.0,1.0,3.0,3.0,5.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,3.0,4.0,4.0,2.0,2.0,4.0,1.0,3.0,0.0,3.0,2018-09-12 12:14:06,375.0,667.0,27.0,250.0,14,1,CZ,50.0833,14.4167
2.0,4.0,4.0,4.0,2.0,2.0,5.0,5.0,4.0,2.0,1.0,5.0,2.0,4.0,1.0,4.0,2.0,5.0,2.0,1.0,4.0,2.0,4.0,2.0,4.0,2017-05-29 03:48:57,1366.0,768.0,2.0,265.0,9,1,CZ,50.0833,14.4667
2.0,5.0,2.0,4.0,1.0,2.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,4.0,5.0,4.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,2018-07-15 16:53:25,360.0,640.0,23.0,295.0,11,1,CZ,50.2077,15.8295
4.0,1.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2018-10-25 05:28:00,1920.0,1080.0,181.0,197.0,11,1,CZ,50.0833,14.4167
1.0,1.0,3.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,1.0,3.0,2018-03-24 06:35:05,640.0,360.0,15.0,263.0,18,1,CZ,50.0833,14.4667
1.0,5.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,5.0,0.0,2018-05-23 12:26:36,1920.0,1080.0,2.0,231.0,28,1,CZ,50.2023,14.2957
1.0,5.0,2.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,4.0,3.0,4.0,1.0,5.0,2.0,3.0,5.0,1.0,4.0,1.0,4.0,2018-05-12 02:18:15,0.0,0.0,36.0,183.0,49,1,CZ,50.0833,14.4667
1.0,5.0,3.0,2.0,2.0,1.0,5.0,1.0,5.0,2.0,4.0,1.0,1.0,1.0,5.0,3.0,2.0,4.0,3.0,3.0,4.0,1.0,5.0,1.0,4.0,2017-12-29 07:45:45,1707.0,960.0,21.0,177.0,10,1,CZ,49.2814,16.5648
1.0,4.0,2.0,5.0,1.0,1.0,4.0,2.0,3.0,1.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,5.0,2.0,4.0,4.0,5.0,2016-09-23 06:04:18,1536.0,864.0,54.0,306.0,11,1,CZ,50.0833,14.4167
3.0,1.0,4.0,1.0,2.0,3.0,4.0,1.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,5.0,3.0,4.0,3.0,2.0,2.0,3.0,1.0,3.0,2018-08-28 12:09:43,375.0,812.0,4.0,217.0,10,1,CZ,50.0833,14.4667
3.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,0.0,2.0,4.0,4.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,1.0,4.0,3.0,4.0,2017-06-07 02:48:27,1600.0,900.0,41.0,299.0,26,1,CZ,50.0833,14.4667
1.0,5.0,2.0,5.0,1.0,5.0,2.0,4.0,3.0,5.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,1.0,4.0,2.0,5.0,2.0,4.0,2018-07-21 17:10:30,1680.0,1050.0,8.0,300.0,6,1,CZ,50.2216,12.192
1.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,2017-07-18 12:08:17,640.0,360.0,49.0,212.0,6,1,CZ,50.0833,14.4167
1.0,5.0,1.0,5.0,2.0,4.0,3.0,5.0,2.0,4.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,3.0,4.0,1.0,2.0,1.0,3.0,2.0,2.0,2018-07-17 13:57:09,1920.0,1080.0,8.0,335.0,15,1,CZ,49.2814,16.5648
1.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,3.0,5.0,3.0,5.0,1.0,5.0,2.0,2.0,3.0,5.0,5.0,4.0,2.0,4.0,5.0,5.0,1.0,2017-08-22 13:25:42,1366.0,768.0,19.0,203.0,18,1,CZ,50.0833,14.4167
2.0,5.0,4.0,3.0,1.0,4.0,2.0,4.0,2.0,4.0,2.0,5.0,1.0,4.0,1.0,2.0,4.0,1.0,5.0,2.0,3.0,4.0,4.0,4.0,2.0,2018-05-12 11:40:45,1600.0,900.0,6.0,809.0,16,1,CZ,49.2814,16.5648
3.0,5.0,3.0,5.0,2.0,4.0,1.0,5.0,4.0,4.0,1.0,4.0,1.0,5.0,3.0,2.0,1.0,5.0,4.0,1.0,4.0,2.0,4.0,4.0,4.0,2018-11-04 07:57:17,1920.0,1080.0,3.0,325.0,16,1,CZ,49.6551,18.6996
4.0,1.0,4.0,4.0,5.0,4.0,2.0,5.0,3.0,5.0,4.0,5.0,3.0,4.0,1.0,4.0,1.0,5.0,4.0,1.0,5.0,3.0,3.0,3.0,5.0,2017-11-21 03:44:10,320.0,568.0,50.0,785.0,10,1,CZ,50.0833,14.4667
1.0,5.0,1.0,5.0,1.0,3.0,5.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2018-03-19 07:58:46,1280.0,1024.0,14.0,387.0,20,1,CZ,48.856,17.1231
5.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,1.0,1.0,4.0,4.0,5.0,4.0,2.0,1.0,4.0,5.0,4.0,2.0,4.0,2.0,5.0,1.0,4.0,2018-08-21 10:19:46,1536.0,864.0,630.0,328.0,14,1,CZ,50.0833,14.4667
1.0,5.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,2017-03-14 07:30:23,1280.0,800.0,1565.0,4419.0,26,1,CZ,50.0833,14.4167
4.0,2.0,2.0,1.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,5.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2017-11-10 14:30:29,412.0,732.0,2.0,156.0,8,1,DE,51.6167,7.5167
